0,acc,0.9,rej_flag_par,0.0,rej_flag_abund,0.1
0,acc,0.7,rej_flag_par,0.0,rej_flag_abund,0.3
0,acc,0.8,rej_flag_par,0.0,rej_flag_abund,0.2
0,acc,0.7,rej_flag_par,0.0,rej_flag_abund,0.3
0,acc,1.0,rej_flag_par,0.0,rej_flag_abund,0.0
0,acc,0.9,rej_flag_par,0.0,rej_flag_abund,0.1
0,acc,0.8,rej_flag_par,0.0,rej_flag_abund,0.2
1,acc,1.0,rej_flag_par,0.0,rej_flag_abund,0.0
1,acc,0.9,rej_flag_par,0.0,rej_flag_abund,0.1
1,acc,1.0,rej_flag_par,0.0,rej_flag_abund,0.0
1,acc,1.0,rej_flag_par,0.0,rej_flag_abund,0.0
1,acc,0.3,rej_flag_par,0.0,rej_flag_abund,0.7
1,acc,1.0,rej_flag_par,0.0,rej_flag_abund,0.0
2,acc,0.7,rej_flag_par,0.0,rej_flag_abund,0.3
2,acc,1.0,rej_flag_par,0.0,rej_flag_abund,0.0
